price,house_type,house_type_2,rooms,m2,elevator,garage,neighbourhood,district
1300000,Piso,exterior,4,194.0,1,1,El Viso,Chamartín
780000,Piso,exterior,3,115.0,1,0,Pacífico,Retiro
950000,Piso,exterior,3,160.0,1,0,Hispanoamérica,Chamartín
1590000,Piso,exterior,1,220.0,1,0,Universidad,Centro
640000,Piso,exterior,1,68.0,1,0,Lista,Salamanca
1490000,Piso,exterior,3,145.0,1,0,Trafalgar,Chamberí
1490000,Piso,exterior,3,145.0,1,1,Trafalgar,Chamberí
1870000,Piso,exterior,3,182.0,1,0,Goya,Salamanca
1870000,Piso,exterior,3,182.0,1,0,Goya,Salamanca
1870000,Piso,exterior,2,182.0,1,0,Goya,Salamanca
380000,Piso,exterior,1,37.0,1,0,Sol,Centro
1150000,Piso,exterior,3,112.0,1,0,Castellana,Salamanca
1950000,Piso,exterior,4,190.0,1,0,Castellana,Salamanca
820000,Piso,exterior,1,80.0,1,0,Cortes,Centro
200000,Piso,exterior,3,63.0,1,0,Lucero,Latina
124500,Piso,exterior,2,55.0,1,0,Villaverde Alto,Villaverde
1080000,Ático,exterior,2,150.0,1,0,Universidad,Centro
889000,Piso,exterior,2,118.0,1,0,Sol,Centro
829000,Piso,exterior,2,101.0,1,0,Sol,Centro
839000,Piso,exterior,2,105.0,1,0,Cortes,Centro
5900000,Casa,interior,7,1250.0,0,1,Valdemarín,Moncloa-Aravaca
980000,Piso,exterior,3,132.0,1,0,Lista,Salamanca
239900,Piso,exterior,3,70.0,1,0,Los Cármenes,Latina
789000,Piso,exterior,2,84.0,1,0,Sol,Centro
205000,Piso,interior,3,65.0,1,0,Entrevías,Puente de Vallecas
198000,Piso,exterior,3,64.0,1,0,Entrevías,Puente de Vallecas
190744,Piso,exterior,2,84.0,1,1,Los Berrocales,Vicálvaro
857000,Chalet,interior,4,296.0,0,1,El Plantío,Moncloa-Aravaca
184290,Piso,exterior,2,63.0,1,1,Los Berrocales,Vicálvaro
188800,Estudio,exterior,0,21.0,1,0,Valdefuentes,Hortaleza
188800,Estudio,exterior,0,21.0,1,0,Valdefuentes,Hortaleza
228000,Piso,exterior,3,80.0,1,0,Opañel,Carabanchel
815000,Piso,exterior,3,150.0,1,0,Lista,Salamanca
2990000,Piso,exterior,3,192.0,1,0,Jerónimos,Retiro
328000,Piso,exterior,2,65.0,1,0,Palos de Moguer,Arganzuela
328000,Piso,exterior,2,65.0,1,0,Palos de Moguer,Arganzuela
310000,Piso,exterior,2,66.0,1,0,Concepción,Ciudad Lineal
240000,Piso,exterior,2,55.0,1,0,Los Cármenes,Latina
490000,Piso,interior,3,101.0,1,0,Vallehermoso,Chamberí
755000,Piso,exterior,3,130.0,1,0,Mirasierra,Fuencarral-El Pardo
398000,Piso,interior,2,58.0,1,0,Castellana,Salamanca
195000,Piso,exterior,3,75.0,1,0,Aluche,Latina
470000,Piso,exterior,4,90.0,1,0,Pueblo Nuevo,Ciudad Lineal
215000,Piso,exterior,3,72.0,1,0,San Diego,Puente de Vallecas
187000,Piso,exterior,2,60.0,1,0,Aluche,Latina
399900,Piso,exterior,3,80.0,1,0,Almenara,Tetuán
280000,Estudio,exterior,0,55.0,1,0,Universidad,Centro
2600000,Dúplex,exterior,4,363.0,1,1,Nueva España,Chamartín
1190000,Chalet,interior,5,362.0,0,1,Mirasierra,Fuencarral-El Pardo
1900000,Piso,exterior,6,360.0,1,0,Justicia,Centro
660000,Ático,exterior,2,72.0,1,0,Argüelles,Moncloa-Aravaca
880000,Ático,exterior,4,150.0,1,0,Guindalera,Salamanca
852000,Ático,exterior,2,61.0,1,0,Recoletos,Salamanca
8000000,Piso,exterior,5,500.0,1,1,Jerónimos,Retiro
339315,Piso,exterior,1,36.0,1,0,Sol,Centro
245000,Piso,interior,1,36.0,1,0,Hispanoamérica,Chamartín
199000,Piso,exterior,1,36.0,1,0,Bellas Vistas,Tetuán
295000,Estudio,exterior,0,36.0,1,0,Pacífico,Retiro
129990,Piso,exterior,1,36.0,1,0,Pinar del Rey,Hortaleza
390000,Piso,interior,2,36.0,1,0,Recoletos,Salamanca
323634,Piso,exterior,1,36.0,1,0,Palacio,Centro
197999,Estudio,exterior,0,36.0,1,0,Adelfas,Retiro
499000,Piso,exterior,3,111.0,1,0,Ciudad Jardín,Chamartín
444900,Piso,exterior,4,135.0,1,0,Pinar del Rey,Hortaleza
820000,Piso,exterior,5,165.0,1,1,Prosperidad,Chamartín
309000,Piso,interior,2,55.0,1,0,Justicia,Centro
184000,Piso,exterior,2,70.0,1,0,Aluche,Latina
765000,Piso,exterior,3,120.0,1,1,Colina,Ciudad Lineal
299000,Piso,exterior,3,154.0,1,0,Los Ángeles,Villaverde
280000,Piso,exterior,3,81.0,1,1,Valdezarza,Moncloa-Aravaca
207260,Piso,exterior,3,90.0,1,0,Amposta,San Blas-Canillejas
149900,Piso,exterior,2,65.0,1,0,Casco Histórico de Vicálvaro,Vicálvaro
149990,Piso,exterior,3,65.0,1,0,Entrevías,Puente de Vallecas
330000,Piso,exterior,3,143.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
180000,Piso,exterior,3,78.0,1,0,Almendrales,Usera
506000,Chalet,interior,4,219.0,0,1,El Cañaveral,Vicálvaro
185000,Piso,exterior,3,80.0,1,0,Apóstol Santiago,Hortaleza
185000,Piso,exterior,3,80.0,1,0,Ambroz,Vicálvaro
1990000,Piso,exterior,5,251.0,1,0,Justicia,Centro
155000,Piso,exterior,1,41.0,1,0,Abrantes,Carabanchel
240000,Piso,exterior,3,94.0,1,0,Valverde,Fuencarral-El Pardo
600000,Piso,interior,2,60.0,1,0,Goya,Salamanca
885000,Piso,exterior,4,155.0,1,0,Cuatro Caminos,Tetuán
1890000,Piso,exterior,4,316.0,1,0,Argüelles,Moncloa-Aravaca
369000,Piso,exterior,4,111.0,1,0,Salvador,San Blas-Canillejas
405000,Piso,exterior,3,106.0,1,0,Rosas,San Blas-Canillejas
2200000,Piso,exterior,4,220.0,1,0,Almagro,Chamberí
340000,Piso,interior,1,34.0,1,0,Universidad,Centro
550000,Piso,interior,2,55.0,1,0,Almagro,Chamberí
1700000,Piso,exterior,2,170.0,1,1,Goya,Salamanca
3300000,Piso,exterior,5,330.0,1,0,Castellana,Salamanca
1500000,Piso,exterior,3,150.0,1,1,Lista,Salamanca
1600000,Piso,interior,3,160.0,1,1,Ibiza,Retiro
350000,Piso,exterior,1,35.0,1,0,Justicia,Centro
515000,Piso,interior,2,125.0,1,1,Cortes,Centro
6900000,Casa,interior,7,520.0,0,1,El Viso,Chamartín
64000,Piso,exterior,2,40.0,1,0,Palomeras Bajas,Puente de Vallecas
48000,Piso,interior,1,30.0,1,0,Opañel,Carabanchel
189000,Piso,exterior,3,118.0,1,1,Pradolongo,Usera
157000,Piso,exterior,3,98.0,1,0,Orcasur,Usera
114000,Piso,exterior,2,71.0,1,0,Butarque,Villaverde
98000,Piso,exterior,3,61.0,1,0,San Cristóbal de los Ángeles,Villaverde
135000,Estudio,exterior,0,84.0,1,0,Las Águilas,Latina
99900,Piso,exterior,3,62.0,1,0,San Cristóbal de los Ángeles,Villaverde
202164,Piso,exterior,4,121.0,1,0,San Fermín,Usera
72000,Piso,exterior,1,43.0,1,0,Palomeras Bajas,Puente de Vallecas
94000,Piso,exterior,2,56.0,1,0,Amposta,San Blas-Canillejas
126000,Piso,exterior,3,75.0,1,0,San Cristóbal de los Ángeles,Villaverde
124900,Piso,interior,3,74.0,1,0,Fontarrón,Moratalaz
130000,Piso,exterior,3,77.0,1,0,Villaverde Alto,Villaverde
116500,Piso,interior,2,69.0,0,0,Aluche,Latina
800000,Piso,interior,3,473.0,0,0,San Diego,Puente de Vallecas
1960000,Chalet,interior,12,537.0,0,1,Timón,Barajas
1845000,Casa,interior,5,527.0,0,1,Peñagrande,Fuencarral-El Pardo
5400000,Piso,exterior,5,518.0,1,0,Recoletos,Salamanca
1255500,Piso,interior,3,268.0,1,1,Pinar del Rey,Hortaleza
759000,Piso,exterior,4,160.0,1,0,Imperial,Arganzuela
389000,Piso,exterior,3,108.0,1,1,El Cañaveral,Vicálvaro
330000,Piso,interior,3,81.0,1,0,La Chopera,Arganzuela
159000,Piso,exterior,3,70.0,1,0,Numancia,Puente de Vallecas
159000,Piso,interior,1,41.0,1,0,Guindalera,Salamanca
159900,Piso,exterior,3,70.0,1,0,Los Ángeles,Villaverde
159900,Piso,exterior,3,60.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
159900,Piso,exterior,1,47.0,1,0,Pueblo Nuevo,Ciudad Lineal
159990,Piso,exterior,2,55.0,1,0,Simancas,San Blas-Canillejas
159990,Piso,exterior,3,60.0,1,0,Numancia,Puente de Vallecas
160000,Piso,exterior,3,67.0,1,0,Los Ángeles,Villaverde
196500,Piso,interior,3,93.0,1,0,Entrevías,Puente de Vallecas
260000,Piso,exterior,3,123.0,1,0,Almendrales,Usera
1129000,Piso,interior,2,103.0,1,0,Goya,Salamanca
520000,Piso,exterior,2,100.0,1,1,Ciudad Universitaria,Moncloa-Aravaca
175000,Piso,interior,3,96.0,1,0,Entrevías,Puente de Vallecas
1129000,Piso,interior,2,103.0,1,0,Goya,Salamanca
165000,Piso,exterior,1,50.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
65200,Piso,exterior,2,50.0,1,0,Moscardó,Usera
118000,Piso,exterior,2,50.0,1,0,Lucero,Latina
199000,Piso,exterior,1,50.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
649000,Piso,exterior,2,65.0,1,0,Goya,Salamanca
1995000,Piso,exterior,4,200.0,1,1,Argüelles,Moncloa-Aravaca
765000,Piso,exterior,3,125.0,1,1,Valdefuentes,Hortaleza
1300000,Piso,exterior,2,276.0,1,0,Recoletos,Salamanca
290000,Estudio,exterior,0,30.0,1,0,Cortes,Centro
325000,Piso,exterior,2,91.0,1,1,Valdebernardo,Vicálvaro
1900000,Ático,exterior,4,171.0,1,1,El Viso,Chamartín
3400000,Ático,exterior,2,177.0,1,1,Almagro,Chamberí
177000,Piso,exterior,3,71.0,1,0,Portazgo,Puente de Vallecas
475000,Piso,exterior,2,78.0,1,0,Fuente del Berro,Salamanca
949999,Ático,exterior,2,130.0,1,1,Cuatro Caminos,Tetuán
1290000,Piso,exterior,4,135.0,1,0,Hispanoamérica,Chamartín
510000,Piso,exterior,1,55.0,1,0,Castillejos,Tetuán
849000,Piso,exterior,2,83.0,1,0,Lista,Salamanca
320000,Piso,interior,3,72.0,1,0,San Isidro,Carabanchel
3600000,Piso,exterior,4,284.0,1,1,Castellana,Salamanca
488000,Ático,exterior,1,55.0,1,1,Pacífico,Retiro
550000,Piso,exterior,4,156.0,1,1,Alameda de Osuna,Barajas
685000,Ático,exterior,4,87.0,1,0,Ríos Rosas,Chamberí
239900,Piso,exterior,2,126.0,1,0,Bellas Vistas,Tetuán
310000,Piso,exterior,1,54.0,1,0,Trafalgar,Chamberí
550000,Piso,exterior,3,90.0,1,0,Argüelles,Moncloa-Aravaca
790000,Piso,exterior,1,77.0,1,1,Trafalgar,Chamberí
460000,Piso,exterior,4,120.0,1,1,Salvador,San Blas-Canillejas
208000,Piso,exterior,1,55.0,1,0,Pueblo Nuevo,Ciudad Lineal
270000,Piso,interior,1,50.0,1,0,Trafalgar,Chamberí
719000,Piso,exterior,3,140.0,1,0,Estrella,Retiro
850000,Ático,exterior,3,98.0,1,0,Arapiles,Chamberí
780000,Chalet,interior,3,120.0,0,0,Casa de Campo,Moncloa-Aravaca
1179000,Piso,exterior,2,115.0,1,0,Lista,Salamanca
160000,Piso,exterior,3,61.0,1,0,Puerta Bonita,Carabanchel
750000,Piso,exterior,2,127.0,1,0,Justicia,Centro
650000,Ático,exterior,4,133.0,1,1,Valdebernardo,Vicálvaro
1295000,Piso,exterior,3,145.0,1,0,Goya,Salamanca
210000,Piso,exterior,2,73.0,1,1,Aluche,Latina
620000,Ático,exterior,3,105.0,1,0,Palacio,Centro
1380000,Piso,exterior,4,238.0,1,0,Gaztambide,Chamberí
715000,Piso,exterior,2,96.0,1,0,Fuente del Berro,Salamanca
799000,Piso,exterior,4,216.0,1,0,Argüelles,Moncloa-Aravaca
199000,Piso,exterior,3,71.0,1,0,Valverde,Fuencarral-El Pardo
2830000,Casa,interior,11,1248.0,0,1,Mirasierra,Fuencarral-El Pardo
179900,Piso,interior,3,60.0,1,0,Aluche,Latina
380000,Piso,exterior,1,50.0,1,0,Argüelles,Moncloa-Aravaca
7500000,Piso,exterior,3,510.0,1,1,Castellana,Salamanca
590000,Piso,exterior,3,114.0,1,0,Ciudad Jardín,Chamartín
329000,Piso,exterior,3,97.0,1,1,Valdebernardo,Vicálvaro
177500,Piso,exterior,3,80.0,1,0,Puerta del Ángel,Latina
260000,Piso,exterior,2,82.0,1,0,Pinar del Rey,Hortaleza
880000,Piso,interior,6,321.0,1,0,Puerta del Ángel,Latina
475000,Piso,exterior,4,92.0,1,0,Imperial,Arganzuela
198000,Piso,exterior,2,65.0,1,0,Quintana,Ciudad Lineal
390000,Chalet,interior,3,90.0,0,0,Canillas,Hortaleza
549900,Piso,exterior,3,125.0,1,1,Pacífico,Retiro
349000,Piso,exterior,3,182.0,1,0,Imperial,Arganzuela
153000,Estudio,interior,0,14.0,1,0,Justicia,Centro
550000,Piso,interior,2,90.0,1,0,Almagro,Chamberí
145000,Piso,exterior,1,50.0,1,0,Aluche,Latina
113000,Piso,interior,2,50.0,1,0,Los Ángeles,Villaverde
219000,Piso,interior,3,50.0,1,0,Bellas Vistas,Tetuán
250000,Piso,interior,2,50.0,1,0,Arapiles,Chamberí
290000,Piso,interior,1,50.0,1,0,Universidad,Centro
6800000,Casa,interior,8,900.0,0,1,Piovera,Hortaleza
360000,Dúplex,exterior,3,125.0,1,0,Fontarrón,Moratalaz
230000,Dúplex,exterior,3,150.0,1,0,Aluche,Latina
630000,Piso,exterior,4,108.0,1,0,Universidad,Centro
1450000,Piso,exterior,2,145.0,1,0,Justicia,Centro
390000,Piso,exterior,1,77.0,1,0,Palacio,Centro
976000,Ático,interior,2,142.0,1,1,Vallehermoso,Chamberí
875000,Piso,exterior,3,167.0,1,1,Embajadores,Centro
840000,Ático,exterior,2,84.0,1,0,Justicia,Centro
420000,Piso,exterior,3,95.0,1,1,Prosperidad,Chamartín
310000,Piso,exterior,1,55.0,1,0,Guindalera,Salamanca
580000,Piso,exterior,2,86.0,1,0,Trafalgar,Chamberí
949000,Piso,exterior,4,238.0,1,1,Peñagrande,Fuencarral-El Pardo
369000,Piso,exterior,1,70.0,1,0,Universidad,Centro
220000,Piso,exterior,3,106.0,1,0,Villaverde Alto,Villaverde
135000,Piso,exterior,3,65.0,1,0,San Cristóbal de los Ángeles,Villaverde
189000,Piso,exterior,1,91.0,1,0,Vista Alegre,Carabanchel
135000,Piso,exterior,3,65.0,1,0,San Cristóbal de los Ángeles,Villaverde
135000,Piso,exterior,3,65.0,1,0,Abrantes,Carabanchel
135000,Estudio,exterior,0,65.0,1,0,Villaverde Alto,Villaverde
135000,Piso,interior,3,65.0,1,0,Hellín,San Blas-Canillejas
133000,Piso,exterior,1,64.0,1,0,Valverde,Fuencarral-El Pardo
185000,Piso,exterior,3,89.0,1,0,Lucero,Latina
3200000,Chalet,interior,7,420.0,0,1,El Viso,Chamartín
3500000,Piso,exterior,4,290.0,1,1,Recoletos,Salamanca
217000,Piso,exterior,3,90.0,1,0,Numancia,Puente de Vallecas
420000,Piso,interior,2,60.0,1,0,Cortes,Centro
630000,Piso,interior,5,138.0,1,0,Cortes,Centro
620000,Piso,exterior,3,135.0,1,0,Las Delicias,Arganzuela
850000,Piso,exterior,3,105.0,1,0,Lista,Salamanca
839000,Piso,exterior,3,106.0,1,0,Universidad,Centro
2300000,Piso,exterior,5,265.0,1,1,El Viso,Chamartín
1150000,Piso,exterior,6,152.0,1,0,Castellana,Salamanca
2350000,Piso,exterior,4,254.0,1,1,Recoletos,Salamanca
1420000,Piso,exterior,3,176.0,1,1,Arapiles,Chamberí
275000,Piso,exterior,2,51.0,1,0,Las Delicias,Arganzuela
400000,Piso,exterior,2,87.0,1,0,Las Delicias,Arganzuela
138000,Piso,exterior,3,76.0,1,0,Comillas,Carabanchel
138000,Piso,interior,3,76.0,1,0,Comillas,Carabanchel
138600,Piso,interior,3,109.0,1,0,Orcasitas,Usera
309000,Piso,exterior,1,56.0,1,1,Valdeacederas,Tetuán
470000,Piso,exterior,4,112.0,1,0,Guindalera,Salamanca
1710000,Dúplex,exterior,5,271.0,1,1,Ciudad Universitaria,Moncloa-Aravaca
495000,Piso,exterior,4,175.0,1,0,Barrio del Pilar,Fuencarral-El Pardo
850000,Piso,exterior,2,112.0,1,0,Cortes,Centro
930000,Piso,exterior,2,127.0,1,0,Cortes,Centro
475000,Dúplex,exterior,1,113.0,1,0,Palos de Moguer,Arganzuela
120000,Piso,interior,1,82.0,1,0,Palacio,Centro
153000,Piso,interior,3,104.0,1,0,Amposta,San Blas-Canillejas
360000,Chalet,interior,3,244.0,0,1,Aravaca,Moncloa-Aravaca
185000,Estudio,exterior,0,125.0,1,0,San Diego,Puente de Vallecas
89000,Piso,exterior,3,60.0,1,0,Abrantes,Carabanchel
117900,Piso,interior,1,79.0,1,0,Los Ángeles,Villaverde
8550000,Piso,exterior,6,540.0,1,1,Recoletos,Salamanca
4060000,Piso,exterior,3,258.0,1,0,Jerónimos,Retiro
975000,Piso,exterior,1,62.0,1,1,Castellana,Salamanca
127260,Piso,exterior,3,56.0,1,0,Amposta,San Blas-Canillejas
129000,Piso,exterior,3,74.0,1,0,San Diego,Puente de Vallecas
129000,Piso,exterior,1,45.0,1,0,Valverde,Fuencarral-El Pardo
235000,Estudio,exterior,0,65.0,1,0,Guindalera,Salamanca
220000,Piso,interior,2,40.0,1,0,Pacífico,Retiro
1349000,Piso,exterior,3,152.0,1,0,Castillejos,Tetuán
359000,Piso,interior,2,40.0,1,0,Sol,Centro
470000,Piso,interior,3,80.0,1,0,Palacio,Centro
200000,Ático,interior,1,36.0,1,0,Fuente del Berro,Salamanca
819000,Piso,exterior,2,91.0,1,0,Sol,Centro
859000,Piso,exterior,3,90.0,1,0,Sol,Centro
950000,Piso,exterior,3,141.0,1,1,Hispanoamérica,Chamartín
116000,Casa,interior,1,45.0,0,0,Numancia,Puente de Vallecas
116500,Piso,exterior,1,35.0,1,0,Villaverde Alto,Villaverde
117000,Piso,exterior,2,49.0,1,0,Simancas,San Blas-Canillejas
117000,Piso,exterior,2,44.0,1,0,Simancas,San Blas-Canillejas
117000,Piso,exterior,2,49.0,1,0,Simancas,San Blas-Canillejas
165000,Piso,exterior,3,58.0,1,0,Simancas,San Blas-Canillejas
165000,Piso,interior,3,77.0,1,0,San Isidro,Carabanchel
149900,Estudio,interior,0,26.0,1,0,Embajadores,Centro
187000,Piso,exterior,4,108.0,1,0,Entrevías,Puente de Vallecas
698000,Piso,interior,2,108.0,1,0,Lista,Salamanca
900000,Dúplex,exterior,3,153.0,1,1,Valverde,Fuencarral-El Pardo
139800,Estudio,exterior,0,70.0,1,0,Vista Alegre,Carabanchel
148000,Piso,exterior,2,74.0,1,0,Orcasur,Usera
2925544,Casa,interior,6,1330.0,0,1,El Plantío,Moncloa-Aravaca
130000,Estudio,interior,0,13.0,1,0,Las Acacias,Arganzuela
155000,Estudio,interior,0,15.0,1,0,Palos de Moguer,Arganzuela
68000,Piso,interior,1,15.0,1,0,Numancia,Puente de Vallecas
95000,Estudio,interior,0,15.0,1,0,Trafalgar,Chamberí
135000,Estudio,interior,0,16.0,1,0,Embajadores,Centro
1480000,Piso,exterior,2,115.0,1,1,Goya,Salamanca
720000,Piso,interior,2,56.0,1,0,Lista,Salamanca
1477000,Piso,exterior,3,115.0,1,0,Recoletos,Salamanca
160600,Piso,interior,2,57.0,1,0,Pradolongo,Usera
161000,Piso,exterior,3,270.0,1,0,Los Cármenes,Latina
161000,Piso,exterior,3,270.0,1,0,Los Cármenes,Latina
161000,Piso,interior,3,270.0,1,0,Los Cármenes,Latina
161000,Piso,exterior,3,66.0,1,0,Palomeras Bajas,Puente de Vallecas
161742,Piso,interior,3,75.0,1,0,Puerta Bonita,Carabanchel
162000,Piso,exterior,1,55.0,1,0,Palomeras Bajas,Puente de Vallecas
128000,Piso,exterior,3,74.0,1,0,Buenavista,Carabanchel
700000,Ático,exterior,2,75.0,1,0,Sol,Centro
375000,Piso,exterior,1,71.0,1,1,Valdefuentes,Hortaleza
185000,Piso,exterior,2,50.0,1,0,Pueblo Nuevo,Ciudad Lineal
345000,Piso,exterior,3,50.0,1,0,Palacio,Centro
839000,Piso,exterior,3,110.0,1,0,Universidad,Centro
1400000,Piso,exterior,5,174.0,1,1,Nueva España,Chamartín
849000,Piso,exterior,2,104.0,1,0,Goya,Salamanca
179900,Piso,exterior,1,55.0,1,1,Villaverde Alto,Villaverde
715000,Chalet,interior,4,250.0,0,1,Valverde,Fuencarral-El Pardo
880000,Piso,exterior,5,184.0,1,0,Argüelles,Moncloa-Aravaca
875000,Piso,exterior,3,155.0,1,1,Jerónimos,Retiro
1600000,Piso,exterior,4,187.0,1,0,Argüelles,Moncloa-Aravaca
985000,Chalet,interior,4,280.0,0,1,Valdefuentes,Hortaleza
975000,Chalet,exterior,7,496.0,0,1,Peñagrande,Fuencarral-El Pardo
149000,Piso,exterior,1,59.0,1,0,Pueblo Nuevo,Ciudad Lineal
795000,Chalet,interior,4,377.0,0,1,El Plantío,Moncloa-Aravaca
750000,Piso,exterior,4,100.0,1,0,Bellas Vistas,Tetuán
270000,Piso,interior,1,20.0,1,0,Guindalera,Salamanca
250000,Ático,exterior,1,79.0,1,1,Butarque,Villaverde
2150000,Piso,exterior,4,190.0,1,0,Castellana,Salamanca
354000,Ático,exterior,3,124.0,1,0,San Diego,Puente de Vallecas
650000,Piso,interior,3,149.0,1,0,Fuente del Berro,Salamanca
2500000,Casa,interior,7,235.0,0,1,Hispanoamérica,Chamartín
460000,Piso,exterior,3,113.0,1,1,El Cañaveral,Vicálvaro
295000,Piso,exterior,2,78.0,1,0,Pueblo Nuevo,Ciudad Lineal
670000,Piso,interior,5,146.0,1,0,Argüelles,Moncloa-Aravaca
350000,Ático,exterior,1,50.0,1,0,Universidad,Centro
580000,Ático,exterior,2,100.0,1,0,Las Delicias,Arganzuela
2950000,Casa,interior,6,630.0,0,1,El Plantío,Moncloa-Aravaca
235000,Piso,interior,1,50.0,1,0,Palacio,Centro
270000,Piso,exterior,3,115.0,1,0,Entrevías,Puente de Vallecas
2950000,Casa,interior,6,700.0,0,1,El Plantío,Moncloa-Aravaca
3200000,Chalet,interior,7,410.0,0,1,El Viso,Chamartín
3100000,Chalet,interior,4,750.0,0,1,Piovera,Hortaleza
2830000,Casa,interior,11,1238.0,0,1,Mirasierra,Fuencarral-El Pardo
5000000,Casa,interior,6,990.0,0,1,Piovera,Hortaleza
180000,Piso,interior,2,40.0,1,0,Universidad,Centro
145000,Piso,exterior,2,64.0,1,0,Lucero,Latina
299000,Piso,exterior,3,108.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
3100000,Chalet,interior,4,522.0,0,1,Piovera,Hortaleza
3100000,Chalet,interior,7,600.0,0,1,Piovera,Hortaleza
161000,Piso,exterior,3,270.0,1,0,San Isidro,Carabanchel
143000,Piso,exterior,1,45.0,1,0,Vista Alegre,Carabanchel
1975000,Casa,interior,7,710.0,0,1,Valverde,Fuencarral-El Pardo
759000,Piso,exterior,4,160.0,1,0,Imperial,Arganzuela
4300000,Piso,exterior,5,412.0,1,0,Almagro,Chamberí
2449000,Piso,exterior,3,306.0,1,1,Palacio,Centro
2430000,Piso,exterior,4,330.0,1,0,Lista,Salamanca
2422000,Piso,exterior,3,246.0,0,0,Vallehermoso,Chamberí
2400000,Piso,exterior,3,227.0,1,0,Trafalgar,Chamberí
2400000,Piso,exterior,3,230.0,1,1,Castellana,Salamanca
2400000,Piso,exterior,8,462.0,1,0,Sol,Centro
2400000,Piso,exterior,3,255.0,1,0,Sol,Centro
2400000,Casa,interior,5,338.0,0,1,Castilla,Chamartín
2400000,Piso,exterior,4,460.0,1,0,Sol,Centro
2400000,Piso,exterior,8,462.0,1,0,Palacio,Centro
2400000,Piso,exterior,2,230.0,1,1,Castellana,Salamanca
1500000,Dúplex,exterior,3,170.0,1,0,Goya,Salamanca
475000,Piso,exterior,1,79.0,1,1,Valdeacederas,Tetuán
2350000,Piso,exterior,4,261.0,1,0,Justicia,Centro
2200000,Piso,exterior,3,219.0,1,0,Trafalgar,Chamberí
492000,Estudio,exterior,0,49.0,1,0,Lista,Salamanca
2995000,Piso,exterior,4,299.0,1,0,Gaztambide,Chamberí
840000,Ático,exterior,2,84.0,1,0,Cortes,Centro
500000,Piso,exterior,1,50.0,1,0,Castellana,Salamanca
822000,Piso,exterior,2,109.0,1,0,Embajadores,Centro
1500000,Chalet,interior,5,385.0,0,1,Piovera,Hortaleza
240000,Piso,exterior,2,50.0,1,0,Valdezarza,Moncloa-Aravaca
410000,Piso,exterior,2,89.0,1,0,Colina,Ciudad Lineal
150000,Piso,exterior,3,58.0,1,0,Villaverde Alto,Villaverde
150000,Piso,exterior,1,40.0,1,0,Pradolongo,Usera
150000,Piso,exterior,4,119.0,1,0,San Cristóbal de los Ángeles,Villaverde
150000,Piso,exterior,2,60.0,1,0,Vista Alegre,Carabanchel
942000,Piso,exterior,4,146.0,1,1,Peñagrande,Fuencarral-El Pardo
459000,Piso,exterior,1,61.0,1,1,Castillejos,Tetuán
1096000,Ático,interior,2,188.0,0,0,Palos de Moguer,Arganzuela
1300000,Ático,exterior,2,120.0,1,0,Goya,Salamanca
1521000,Ático,exterior,3,175.0,1,1,Palos de Moguer,Arganzuela
373000,Piso,exterior,3,120.0,1,1,Los Berrocales,Vicálvaro
4500000,Piso,exterior,4,400.0,1,1,Castellana,Salamanca
435000,Piso,exterior,3,72.0,1,1,Castillejos,Tetuán
2000000,Casa,interior,4,250.0,0,1,Ciudad Jardín,Chamartín
350000,Ático,exterior,3,65.0,1,0,Prosperidad,Chamartín
770000,Piso,interior,2,130.0,1,0,Justicia,Centro
480000,Piso,exterior,2,114.0,1,1,Adelfas,Retiro
270000,Piso,exterior,1,60.0,1,0,Castillejos,Tetuán
410000,Estudio,exterior,0,179.0,1,1,Concepción,Ciudad Lineal
504000,Dúplex,exterior,3,152.0,1,1,Almenara,Tetuán
1450000,Piso,exterior,4,207.0,1,0,Hispanoamérica,Chamartín
190000,Estudio,interior,0,17.0,1,0,Almagro,Chamberí
149900,Piso,interior,1,18.0,1,0,Trafalgar,Chamberí
124900,Piso,interior,1,19.0,1,0,Palacio,Centro
120000,Estudio,interior,0,19.0,1,0,Embajadores,Centro
60000,Estudio,interior,0,19.0,1,0,San Diego,Puente de Vallecas
60000,Estudio,exterior,0,19.0,1,0,Villaverde Alto,Villaverde
245000,Piso,exterior,1,60.0,1,0,Puerta Bonita,Carabanchel
570000,Piso,exterior,4,125.0,1,0,Embajadores,Centro
445000,Piso,exterior,1,100.0,1,1,Simancas,San Blas-Canillejas
374000,Piso,exterior,3,120.0,1,1,Ambroz,Vicálvaro
3890000,Casa,interior,5,736.0,0,1,Ciudad Universitaria,Moncloa-Aravaca
3890000,Casa,interior,5,736.0,0,1,Ciudad Universitaria,Moncloa-Aravaca
1975000,Casa,interior,6,710.0,0,1,Valverde,Fuencarral-El Pardo
145000,Piso,exterior,3,63.0,1,0,San Diego,Puente de Vallecas
990000,Piso,exterior,6,430.0,1,0,Cuatro Caminos,Tetuán
2950000,Casa,interior,6,700.0,0,1,El Plantío,Moncloa-Aravaca
3000000,Casa,interior,5,900.0,0,1,Fuentelarreina,Fuencarral-El Pardo
225000,Piso,exterior,2,75.0,1,0,Berruguete,Tetuán
